Age,Birth_Place,College,Current_Team,Experience,Position,Last_Name,First_Name
66,"Sandusky , OH",Michigan,,9 Seasons,,Darden, Thom
37,"New Orleans , LA",Florida State,,2 Seasons,,Gardner, Talman
,"Fort Worth , TX",Texas Christian,,7 Seasons,,Handler, Phil
,"Nashville , TN",Georgia,,2 Seasons,,Johnson, Smiley
,"Peabody , MA",Holy Cross,,1 Season,,Alberghini, Tom
30,"Benton Harbor , MI",Wayne State (Mich.),Detroit Lions,7th season,RB,Bell, Joique
23,"Mesquite , TX",Texas Christian,Seattle Seahawks,2nd season,QB,Boykin, Trevone
,"Memphis , TN",Mississippi State,,5 Seasons,,Canale, Justin
44,"Berkeley , CA",San Jose State,,1 Season,,Reese, Jerry
23,"White Plains , NY",Penn State,Miami Dolphins,2nd season,SS,Lucas, Jordan
26,,Wisconsin,,1 Season,,Pedersen, Jacob
23,"Haltom City , TX",Texas Christian,Philadelphia Eagles,2nd season,OT,Vaitai, Halapoulivaati
,"Dallas , TX",Southern Methodist,,2 Seasons,,Bedford, Gene
27,"Chicago , IL",Illinois,,2 Seasons,,Foster, Glenn
53,"Dallas , TX",Baylor,,8 Seasons,,Thompson, Reyna
36,"Hickory , SC",Marshall,,1 Season,,Davis, Josh
24,"Lake City , FL",Florida State,Philadelphia Eagles,4th season,DT,Jernigan, Timmy
103,"Clinton , OK",Southwestern Oklahoma State,,1 Season,,Gore, Gordon
39,American Samoa,Arizona State,,6 Seasons,,Ioane, Junior
29,"Valley Center , CA",Utah,Miami Dolphins,3rd season,LB,Reilly, Trevor
,"Brooklyn , NY",Trinity (Conn.),,2 Seasons,,Nordstrom, Swede
31,,Illinois,,1 Season,,Reda, Jason
36,,Michigan,,1 Season,,Pearson, Dave
,"Hutchinson , KS",Tulsa,,9 Seasons,,Thompson, Tommy
56,"Seattle , WA",Chapman,,1 Season,,Orns, Fred
,"Los Angeles , CA",Houston,,3 Seasons,,Carr, Paul
40,,Arizona State,,1 Season,,Cherry, J'Juan
23,"Palacios , TX",Texas Christian,Seattle Seahawks,2nd season,C,Hunt, Joey
44,"Cleveland , OH",Kent State,,9 Seasons,,Walter, Ken
,"Chicago , IL",Iowa,,4 Seasons,,Balasz, Frank
49,"Jersey City , NJ",Ball State,,9 Seasons,,Parmalee, Bernie
46,,Bishop,,1 Season,,Hatfield, Mark
33,,Villanova,,1 Season,,Adams, Darrell
29,,Duke,,1 Season,,Harper, Brandon
109,"Yonkers , NY",Colgate,,1 Season,,Hart, Les
,"Plainfield , IN",Franklin (Ind.),,4 Seasons,,Franklin, Paul
,"Rochester , NY",No College,,5 Seasons,,Bachmaier, Joe
74,"Holyoke , MA",Columbia,,1 Season,,Roberts, Archie
24,,Rutgers,Arizona Cardinals,1st season,G,Johnson, Kaleb
23,,Louisville,Cleveland Browns,1st season,ILB,Burgess, James
27,,Portland State,,1 Season,,Wade, Myles
32,"Brownwood , TX",Oklahoma,,4 Seasons,,Finley, J.J.
24,"Springfield , IL",Valdosta State,Kansas City Chiefs,1st season,WR,Jones, Seantavius
35,"Roanoke , VA",Virginia,,4 Seasons,,Haley, Dennis
,"Beaver Falls , PA",Carnegie Mellon,,1 Season,,Carnelly, Ray
53,"Hunterton Co. , NJ",Rutgers,,1 Season,,Getz, Lee
29,,North Carolina,,2 Seasons,,Ingersoll, Mike
23,,Wake Forest,Detroit Lions,1st season,LB,Chubb, Brandon
,"Syracuse , NY",N.Y.U.,,1 Season,,Tanguay, Bill
34,"New Brunswick , NJ",Brigham Young,,0 Season,,Harline, Jonny
,"Atlasburg , PA",Carnegie Mellon,,1 Season,,Lee, Jack
24,"Houston , TX",Houston,Cincinnati Bengals,2nd season,CB,Jackson, William
33,"Glendale , UT",Brigham Young,,3 Seasons,,Vakapuna, Fui
75,"Mableton , GA",Georgia,,3 Seasons,,Rakestraw, Larry
27,"Willingboro , NJ",William & Mary,Houston Texans,5th season,RB,Grimes, Jonathan
,"Little Rock , AR",Arkansas,,2 Seasons,,Robbins, Jack
,"Long Beach , CA",USC,,12 Seasons,,Chandler, Bob
38,"Moultrie , GA",Delta State,,5 Seasons,,Maddox, Anthony
26,"Covina , CA",Nevada,Cleveland Browns,2nd season,G,Barker, Chris
22,"San Diego , CA",San Diego,Detroit Lions,Rookie,CB,Agnew, Jamal
61,"Philadelphia , PA",Pennsylvania,,4 Seasons,,Kempf, Florian
,,Hawaii,Kansas City Chiefs,Rookie,WR,Kemp, Marcus
,"East Palatka , FL",Florida A&M,,1 Season,,Daniels, Dave
28,"Oakland , CA",UCLA,Minnesota Vikings,5th season,OG,Harris, Michael
,"Pen Argyl , PA",Pennsylvania,,3 Seasons,,Masters, Walt
25,,Kansas State,,1 Season,,Chapman, Allen
37,"Greenwood , MS",Arkansas State,,6 Seasons,,Lemon, Cleo
62,"Tulsa , OK",Tulsa,,3 Seasons,,Engles, Rick
22,,Arkansas,New England Patriots,Rookie,DE,Wise, Deatrich
24,"Williamsburg , IA",Iowa,Los Angeles Rams,2nd season,C,Blythe, Austin
36,"Detroit , MI",Kent State,Los Angeles Chargers,15th season,TE,Gates, Antonio
30,"San Rafael , CA",Boise State,,1 Season,,Venable, Winston
22,"St. Louis , MO",Weber State,Arizona Cardinals,Rookie,LB,Johnson, Tre'Von
63,"Inverness , MS",Southern Mississippi,,8 Seasons,,Thomas, Norris
28,"Calumet Park , IL",Iowa,New York Giants,5th season,OG,Gettis, Adam
69,"Butler , PA",Michigan State,,12 Seasons,,Saul, Ron
51,"Denver , CO",Idaho,,11 Seasons,,Washington, Marvin
,"Dale , IL",Illinois,,5 Seasons,,Johnson, Nate
36,Port of Spain Trinidad,Stanford,,3 Seasons,,Carter, Kerry
65,"Burbank , CA",USC,,1 Season,,Marderian, Greg
,"Tuscaloosa , AL",Alabama,,8 Seasons,,Neighbors, Billy
38,"Tempe , AZ",Oregon,,5 Seasons,,Bauman, Rashad
22,,North Carolina,Detroit Lions,Rookie,DB,Lawrence, Des
83,"Riverside , IL",Northwestern,,2 Seasons,,Damore, John
42,"Baton Rouge , LA",LSU,,5 Seasons,,Northern, Gabe
53,"Butte , MT",Montana State,,1 Season,,Timmer, Kirk
53,"Concord , CA",Illinois,,1 Season,,Teafatiller, Guy
56,"Tampa , FL",Eastern Kentucky,,2 Seasons,,Floyd, George
,"West Frankfort , IL",Illinois,,5 Seasons,,Wendryhoski, Joe
48,"Dallas , TX",Texas A&M,,3 Seasons,,Lewis, Darren
24,"Mesquite , TX",Central Arkansas,Buffalo Bills,1st season,WR,Lewis, Dezmin
23,Sweden,Yale,,1 Season,,Varga, Tyler
21,"Chicago , IL",Mississippi,Minnesota Vikings,2nd season,WR,Treadwell, Laquon
25,"Agoura Hills , CA",USC,Atlanta Falcons,1st season,OT,Graf, Kevin
28,,Fort Hays State,,1 Season,,Scales, Cordarol
37,"Long Beach , CA",Portland State,,2 Seasons,,Charles, Terry
42,"Wildwood , NJ",Michigan,,1 Season,,Hamilton, Remy
50,"Houston , TX",Nebraska,,10 Seasons,,Thomas, Broderick
27,"Los Angeles , CA",California (PA),New Orleans Saints,2nd season,DB,Harris, Erik
58,"Compton , CA",Western Kentucky,,1 Season,,Walters, Pete
25,,Wake Forest,,1 Season,,Noel, Merrill
27,,Clemson,,1 Season,,Hall, Rashard
25,"Fort Wayne , IN",Ohio State,Dallas Cowboys,3rd season,RB,Smith, Rod
52,"Merced , CA",California Lutheran,,1 Season,,Gottschalk, Darren
28,"Columbia , SC",Appalachian State,Washington Redskins,6th season,WR,Quick, Brian
50,"Bronx , NY",Northern Arizona,,8 Seasons,,Carrington, Darren
71,"Memphis , TN",Mississippi,,1 Season,,Vaughn, Bob
54,"Santa Monica , CA",Tulane,,4 Seasons,,Caravello, Joe
60,"Toledo , OR",Wyoming,,7 Seasons,,Fantetti, Ken
,"Middletown , OH",Ohio State,,8 Seasons,,Bell, Todd
41,"Wendell , NC",North Carolina,,12 Seasons,,Ellis, Greg
,"Algona , IA",Iowa,,1 Season,,Nugent, Clem
72,"Los Angeles , CA",USC,,9 Seasons,,May, Ray
65,"Bonham , TX",Rice,,1 Season,,Anderson, Preston
49,"Glenwood , IL",Michigan,,9 Seasons,,Walker, Derrick
22,,Florida State,Dallas Cowboys,Rookie,CB,White, Marquez
36,Monterrey Mexico,No College,,2 Seasons,,Cantu, Rolando
52,"High Point , NC",East Carolina,,3 Seasons,,Baker, Tony
35,"Dnepropetrovsk , Ukraine",Oregon,,8 Seasons,,Olshansky, Igor
,"Brockton , MA",New Hampshire,,1 Season,,Lindquist, Paul
25,"Roanoke Rapids , NC",North Carolina,Arizona Cardinals,4th season,LB,Martin, Kareem
29,"Pine Bluff , AR",Arkansas State,Pittsburgh Steelers,9th season,TE,Johnson, David
53,"Youngstown , OH",Akron,,1 Season,,Pasquale, Ron
26,"Bethlehem , PA",Pittsburgh,New York Jets,4th season,WR,Street, Devin
26,"Los Angeles , CA",USC,Dallas Cowboys,7th season,T,Smith, Tyron
24,,Mississippi,Oakland Raiders,Rookie,DE,Brown, Fadol
,"Newburyport , MA",Boston College,,5 Seasons,,Naumetz, Fred
23,,UCLA,Jacksonville Jaguars,Rookie,WR,Walker, Kenneth
,"Liberty , MO",William Jewell,,1 Season,,Martin, Ike
,"West Warwick , RI",Boston College,,3 Seasons,,Maznicki, Frank
,"Milwaukee , WI",Marquette,,1 Season,,Hanley, Bo
,"New York , NY",No College,,1 Season,,Gardella, Gus
,"Brookfield , IL",Indiana,,4 Seasons,,Saban, Lou
45,"Honolulu , HI",Brigham Young,,1 Season,,Ulufale, Mike
56,"Bucyrus , OH",Brigham Young,,1 Season,,Kellermeyer, Doug
49,,Brigham Young,,1 Season,,Fort, Neal
,"Clarksville , TN",Tennessee,,9 Seasons,,Galbreath, Harry
,"Wisner , NE",Nebraska,,1 Season,,Alfson, Warren
33,"Midland , TX",Miami (Fla.),Cincinnati Bengals,11th season,T,Winston, Eric
45,"Casa Grande , AZ",Arizona,,5 Seasons,,Scurlock, Mike
,"Bradford , OH",Penn State,,1 Season,,Ullery, Jiggs
26,"Los Angeles , CA",Tennessee,Jacksonville Jaguars,5th season,TE,Rivera, Mychal
24,"Louisville , KY",Louisville,Miami Dolphins,3rd season,WR,Parker, DeVante
58,"San Diego , CA",Brigham Young,,1 Season,,O'Bard, Ronnie
,"Portland , OR",Oregon State,,2 Seasons,,Wendlick, Joe
52,,Central State (Ohio),,1 Season,,Parker, Jerry
42,"Bronx , NY",Cincinnati,,7 Seasons,,Garnes, Sam
56,"Seattle , WA",Washington,,4 Seasons,,Mallory, Rick
26,"Canton , TX",Louisiana-Monroe,Pittsburgh Steelers,2nd season,OT,Milton, Keavon
23,"Fort Myers , FL",Minnesota,Atlanta Falcons,2nd season,OLB,Campbell, De'Vondre
24,"Fullerton , CA",Houston,Seattle Seahawks,2nd season,LS,Frese, Nolan
,"Chicago , IL",Detroit Mercy,,5 Seasons,,Finnin, Tom
77,"New Orleans , LA",U. of Pacific,,2 Seasons,,Reed, Bobby
64,"Richmond , VA",Virginia Union,,4 Seasons,,Leonard, Tony
30,"Grand Rapids , MI",Norfolk State,Detroit Lions,9th season,SS,Carey, Don
44,"Langdale , AL",Alabama-Birmingham,,10 Seasons,,Evans, Josh
54,"Decatur , TX",Texas Christian,,1 Season,,Maness, James
,"Everett , MA",Holy Cross,,1 Season,,Landrigan, Jim
44,"San Diego , CA",Michigan State,,10 Seasons,,Banks, Tony
54,"Zanesville , OH",Missouri,,1 Season,,McBride, Adrian
44,"Odessa , TX",New Mexico,,6 Seasons,,Case, Stoney
23,"Auburn , AL",Mississippi,Cincinnati Bengals,2nd season,WR,Core, Cody
46,"Buffalo , NY",UCLA,,11 Seasons,,Parker, Vaughn
38,"Masfield , MA",Hofstra,,1 Season,,Todd, Joe
39,"Dallas , TX",Baylor,,6 Seasons,,Thompson, Derrius
73,"Crivitz , WI",Miami (Fla.),,13 Seasons,,Banaszak, Pete
81,"Beeville , TX",Florida,,1 Season,,Yeats, Jim
45,"Springfield , OH",Cincinnati,,2 Seasons,,Davis, Mike
53,"Los Angles , CA",Iowa State,,1 Season,,Espinoza, Alex
,"Terrell , TX",Baylor,,1 Season,,Hartzog, Bug
44,"Olathe , KS",Kansas,,11 Seasons,,Davis, Don
28,,LSU,,1 Season,,Peterson, Deangelo
34,"Oklahoma City , OK",Oklahoma State,,9 Seasons,,Bajema, Billy
25,,Old Dominion,Jacksonville Jaguars,1st season,WR,Pinkard, Larry
72,"Modesto , CA",California,,2 Seasons,,Fetherston, Jim
,"Council Grove , KS",Coll. of Emporia,,1 Season,,Jaquith, Jim
32,,Stanford,,2 Seasons,,Okwo, Michael
38,"Miami , FL",Florida State,,6 Seasons,,Gibson, Derrick
49,"Blasdell , NY",Colgate,,1 Season,,Jaworski, Matt
44,"Lindale , GA",Memphis,,11 Seasons,,Irvin, Ken
,"Sawyer , MN",Haskell Indian,,2 Seasons,,Pappio, Joe
107,"Berill , ID",Gonzaga,,2 Seasons,,Peterson, Ike
,"Milwaukee , WI",Tampa,,9 Seasons,,Matuszak, John
,,Grove City,,5 Seasons,,Tallant, Dave
43,"Columbus , OH",Ohio State,,1 Season,,Fickell, Luke
51,"Uvalde , TX",Texas A&M - Kingsville,,1 Season,,Fletcher, John
84,"Pittsburgh , PA",Kansas State,,1 Season,,Marciniak, Ron
27,"Brooklyn , NY",Temple,,5 Seasons,,Jarrett, Jaiquawn
74,"Hamilton , Ontario",Queens (Canada),,2 Seasons,,Young, Jim
47,"Shreveport , LA",Louisiana Tech,,11 Seasons,,Evans, Doug
41,"Tulsa , OK",Tennessee,,3 Seasons,,Nash, Marcus
41,"Scurry , TX",Tarleton State,,12 Seasons,,Dearth, James
72,"Altavista , VA",Lenoir-Rhyne,,1 Season,,Campbell, Mike
44,"San Francisco , CA",Notre Dame,,6 Seasons,,Taylor, Aaron
38,"Toronto , Ontario",Florida,,5 Seasons,,Palmer, Jesse
,,Kansas State,,3 Seasons,,Randels, Proc
,"Lonoke , AR",Texas Christian,,6 Seasons,,Walls, Will
29,,Arizona State,,2 Seasons,,Weber, Thomas
,"Memphis , TN",Texas A&M-Commerce,,3 Seasons,,Walton, Sam
38,"Berkeley , CA",Colorado,,1 Season,,Barnes, Rashidi
31,"Baltimore , MD",Notre Dame,,5 Seasons,,Abiamiri, Victor
34,,Montana State,,3 Seasons,,Jefferson, Mike
,"Memphis , TN",Tennessee State,,1 Season,,Gilchrist, George
,"St. Louis Park , MN",Minnesota,,1 Season,,Baston, Bert
29,,West Texas A&M,,1 Season,,Evans, Tae
73,"Grayson , LA",LSU,,10 Seasons,,Masters, Billy
23,Sierra Leone Africa,Michigan,Seattle Seahawks,Rookie,WR,Darboh, Amara
39,"Covington , TN",Mississippi,,1 Season,,Elam, Shane
35,"Lima , OH",Miami (Ohio),Pittsburgh Steelers,14th season,QB,Roethlisberger, Ben
62,"Charleston , WV",Tennessee,,3 Seasons,,McCartney, Ronnie
,"Akron , OH",Akron,,5 Seasons,,Daum, Red
51,"Birmingham , AL",Southern Mississippi,,2 Seasons,,Kirksey, William
27,,Arkansas,,1 Season,,Thomas, Tramain
25,"Salem , OR",Western Oregon,Los Angeles Chargers,3rd season,WR,Williams, Tyrell
49,"Santa Barbara , CA",San Jose State,,2 Seasons,,Canley, Sheldon
69,"Silsbee , TX",New Mexico Highlands,,5 Seasons,,Garrett, Len
,"Dickinson , ND",Iowa,,1 Season,,Jessen, Ernie
22,"Auburn , CA",UCLA,Oakland Raiders,Rookie,DT,Vanderdoes, Eddie
21,"Massillion , OH",Ohio State,Oakland Raiders,Rookie,CB,Conley, Gareon
26,,Marshall,,1 Season,,Jasperse, Chris
31,,Rutgers,,1 Season,,Girault, Ron
,"Detroit , MI",No College,,1 Season,,Fitzgerald, Joe
56,"Great Lakes , IL",Elmhurst,,1 Season,,Finch, Steve
36,"Independence , LA",LSU,,6 Seasons,,Toefield, LaBrandon
29,"Nyack , NY",Rutgers,Cleveland Browns,9th season,DB,McCourty, Jason
27,"Houston , TX",Houston,,1 Season,,Saenz, Nick
39,"Little Rock , AR",Arkansas-Pine Bluff,,9 Seasons,,Wesley, Greg
107,"Elmira , NY",Stanford,,1 Season,,O'Connor, Bob
36,"Las Vegas , NV",Oregon State,,2 Seasons,,Seigler, Richard
,,Central Florida,Tennessee Titans,Rookie,DB,Boykins, Jeremy
48,"Indianapolis , IN",Illinois,,6 Seasons,,Gardner, Moe
,"Bloomfield , NJ",Bucknell,,1 Season,,Hambacher, Ernie
29,"Concord , NC",South Carolina,,5 Seasons,,Lanning, Spencer
,"Boyertown , PA",Ohio State,,1 Season,,Schell, Herb
52,"Silver Spring , MD",USC,,7 Seasons,,Anno, Sam
75,"Chicago , IL",Louisville,,6 Seasons,,Kortas, Ken
66,"Sigourney , IA",Southeast Missouri State,,4 Seasons,,Peiffer, Dan
30,"Long Beach , CA",Kentucky,,3 Seasons,,Evans, DeQuin
22,,Temple,Indianapolis Colts,Rookie,CB,Hairston, Nate
23,,LSU,Buffalo Bills,1st season,LS,Ferguson, Reid
61,"Muscle Shoals , AL",Alabama,,13 Seasons,,Newsome, Ozzie
36,"New Orleans , LA",Mississippi,New York Giants,14th season,QB,Manning, Eli
51,"Birmingham , AL",Memphis,,10 Seasons,,Dill, Scott
61,"Destrehan , LA",Nicholls State,,1 Season,,Rebowe, Rusty
26,"Sharon , WI",Wisconsin,Dallas Cowboys,5th season,C,Frederick, Travis
,"New Orleans , LA",Houston,,10 Seasons,,Linden, Errol
,"Sugar Valley , GA",Alabama,,1 Season,,Mancha, Vaughn
63,"Detroit , MI",Eastern Michigan,,7 Seasons,,Chapman, Clarence
,"St. Johnsbury , VT",Dartmouth,,1 Season,,Patterson, Don
,"Charleston , WV",Tennessee,,1 Season,,Bartholomew, Sam
65,"Honolulu , HI",Colorado,,7 Seasons,,Campbell, Gary
,"Los Angeles , CA",UCLA,,2 Seasons,,Chambers, Bill
94,"Oakdale , CA",San Jose State,,1 Season,,Pifferini, Bob
79,"Oconto , WI",Notre Dame,,6 Seasons,,Mack, Red
81,"Houston , TX",Houston,,3 Seasons,,Lewis, Hal
33,,Missouri Southern State,,2 Seasons,,Barnett, Darren
54,"Nebraska City , NE",Nebraska,,1 Season,,Orton, Greg
55,"Garland , TX",Texas,,4 Seasons,,Walls, Herkie
25,,Dayton,,1 Season,,Sebetic, Kyle
92,"Chisholm , MN",Nevada,,3 Seasons,,Orlich, Dan
27,"Vicksburg , MS",West Alabama,New England Patriots,4th season,CB,Butler, Malcolm
,"Lynn , MA",Syracuse,,1 Season,,Archoska, Julie
24,"Seattle , WA",Arizona State,Seattle Seahawks,Rookie,DB,Simone, Jordan
22,"Lafayette , IN",Texas-San Antonio,Green Bay Packers,1st season,DT,Price, Brian
,"Greenville , PA",Thiel,,1 Season,,Christman, Floyd
55,,Dickinson,,1 Season,,Wandler, Todd
,,Swarthmore,,1 Season,,Richards, Pete
64,"Hoboken , NJ",Ohio State,,4 Seasons,,Elia, Bruce
31,"Yuma , AZ",Arizona,,3 Seasons,,Jennings, Chris
65,"Arcadia , LA",Louisiana Tech,,11 Seasons,,Dean, Fred
34,,San Diego State,,2 Seasons,,Harvey, Jasper
22,"Fillmore , CA",California,New York Jets,Rookie,WR,Hansen, Chad
,"Pittsburgh , PA",Temple,,1 Season,,Nichols, Allen
92,"Chicago , IL",Navy,,3 Seasons,,Kelly, Bob
52,"San Diego , CA",Boston College,,10 Seasons,,Martin, Kelvin
34,"Tyler , TX",Southern Methodist,,1 Season,,Kincade, Keylon
49,"Anniston , AL",Jacksonville State,,13 Seasons,,Davis, Eric
61,"Houston , TX",LSU,,13 Seasons,,Alexander, Dan
26,"Riverside , CA",Nebraska,Pittsburgh Steelers,5th season,DB,Stafford, Daimion
23,,Washington State,Seattle Seahawks,1st season,LB,Palacio, Kache
29,"St. Augustine , FL",Florida,,1 Season,,James, Brandon
37,"Inglewood , CA",San Diego State,,9 Seasons,,Pitts, Chester
23,"Los Angeles , CA",Notre Dame,Baltimore Ravens,2nd season,OT,Stanley, Ronnie
56,"Baton Rouge , LA",LSU,,14 Seasons,,Daniel, Eugene
45,"West Covina , CA",Kansas State,,2 Seasons,,May, Chad
24,"Ocala , FL",Florida State,New Orleans Saints,3rd season,CB,Williams, P.J.
34,"Monterey Co. , CA",Missouri,,2 Seasons,,Palmer, Tony
,"New York , NY",North Carolina,,2 Seasons,,Lacey, Bob
54,"Jonesboro , AR",Memphis,,3 Seasons,,Walker, Jeff
36,"Boynton Beach , FL",West Virginia,,1 Season,,Frazier, Lance
23,"San Diego , CA",Washington,Los Angeles Rams,2nd season,OLB,Littleton, Cory
28,,Baylor,,1 Season,,Landor, Byron
,"Canton , OH",Purdue,,1 Season,,Rate, Ed
68,"Cambridge , MD",Morgan State,,12 Seasons,,Chester, Raymond
30,"Portland , OR",Tennessee,,3 Seasons,,Ainge, Erik
60,"Pawhuska , OK",Oklahoma,,4 Seasons,,Irvin, Darrell
,"Santa Monica , CA",Oregon,,8 Seasons,,Gaechter, Mike
24,"Cedar Rapids , IA",Minnesota State,Jacksonville Jaguars,2nd season,G,Reed, Chris
28,"Bakersfield , CA",California,,2 Seasons,,Cheadle, Justin
51,"Anchorage , AK",Idaho,,12 Seasons,,Schlereth, Mark
,"Los Angeles , CA",Tennessee,,6 Seasons,,Dafney, Bernard
,"Grant , MN",No College,,2 Seasons,,Sandberg, Artie
29,"Lakeland , FL",Florida,,2 Seasons,,Rainey, Chris
26,"Berlin , NJ",Rutgers,Tennessee Titans,5th season,DB,Ryan, Logan
49,"Louisville , KY",Louisville,,2 Seasons,,Sander, Mark
,"Montoursville , PA",Gettysburg,,1 Season,,Nicely, Jim
24,,Fayetteville State,Arizona Cardinals,1st season,WR,Hubert, Chris
24,"Traverse City , MI",Oregon,Cincinnati Bengals,3rd season,OT,Fisher, Jake
,"Chicago , IL",West Virginia,,1 Season,,Seibert, Ed
,"Geneseo , NY",Colgate,,2 Seasons,,Leonard, Jim
63,"Columbus , OH",Ohio State,,1 Season,,Cassady, Craig
52,"Lake Charles , LA",Texas,,1 Season,,January, Mike
25,,Cincinnati,,1 Season,,Beard, Camaron
44,"Baltimore , MD",Oregon State,,10 Seasons,,Tongue, Reggie
31,"Houston , TX",Texas,,6 Seasons,,Ogbonnaya, Chris
21,"Detroit , MI",Michigan,Dallas Cowboys,Rookie,CB,Lewis, Jourdan
31,"Santa Ana , CA",Northern Arizona,,3 Seasons,,Gerard, K.J.
64,"Los Angeles , CA",Oklahoma State,,1 Season,,Pierson, Reggie
26,"Bradenton , FL",Tennessee-Martin,Buffalo Bills,4th season,WR,Butler, Jeremy
23,"Madison , FL",Georgia Southern,Arizona Cardinals,Rookie,DB,Gallon, Ironhead
25,"Miami , FL",Miami (Fla.),Jacksonville Jaguars,4th season,WR,Hurns, Allen
60,"Los Angeles , CA",Nebraska,,3 Seasons,,Redwine, Jarvis
25,"Greenville , GA",West Virginia,Cleveland Browns,2nd season,WR,Alford, Mario
,"Cincinnati , OH",Abilene Christian,,1 Season,,Goad, Paul
,,Temple,New York Giants,Rookie,TE,Thompson, Colin
29,"Clinton , MD",Baylor,Washington Redskins,4th season,DT,Taylor, Phillip
55,"Detroit , MI",Tulsa,,7 Seasons,,Hamel, Dean
44,"Forest , MS",Jackson State,,6 Seasons,,Perry, Marlo
,"Frostburg , MD",Dartmouth,,2 Seasons,,Jenkins, Jon
23,"Miami , FL",Miami (Fla.),Cleveland Browns,3rd season,RB,Johnson, Duke
25,,Texas A&M,,2 Seasons,,Malena, Ben
53,"Hebron , OH",Muskingam,,1 Season,,Ours, Greg
28,"Barrington , IL",Iowa,Green Bay Packers,8th season,T,Bulaga, Bryan
24,"Tampa , FL",Florida,Washington Redskins,3rd season,RB,Jones, Matt
24,,Incarnate Word (Tex.),New Orleans Saints,Rookie,DE,Jenkins, Alex
28,,St. Augustine's,,1 Season,,Sanders, Walter
83,"Dallas , TX",Southern Methodist,,7 Seasons,,Roach, John
44,"Yankton , SD",South Dakota State,Indianapolis Colts,22nd season,K,Vinatieri, Adam
36,,Alabama,,1 Season,,Bates, Todd
38,"Meridian , MS",Florida,,6 Seasons,,Walker, Kenyatta
24,,Texas A&M,Kansas City Chiefs,1st season,OG,Cheek, Joseph
30,"Dallas , TX",Baylor,,1 Season,,Lamb, Jason
55,"Los Angeles , CA",USC,,1 Season,,West, Troy
,"West Brownsville , PA",Maryland,,2 Seasons,,Ladygo, Pete
,"Lawton , OK",Oklahoma,,2 Seasons,,Gentry, Weldon
,"Corvallis , OR",Oregon,,2 Seasons,,Elliott, Charlie
50,"Chicago , IL",Arkansas,,11 Seasons,,Atwater, Steve
35,"Fort Worth , TX",Kansas State,,2 Seasons,,Pierce, Terry
24,"Valdosta , GA",Georgia,New England Patriots,2nd season,WR,Mitchell, Malcolm
,"Hamilton , NY",Colgate,,1 Season,,West, Belf
,"Connellsville , PA",Georgetown,,1 Season,,Leighty, Dutch
,"Madison , WI",Minnesota,,10 Seasons,,Gillingham, Gale
27,"Sacramento , CA",Hawaii,,1 Season,,Paredes, Corey
,"Tishomingo , OK",Oklahoma State,,5 Seasons,,Armstrong, Neill
,"Algona , IA",Notre Dame,,5 Seasons,,Seiler, Paul
,"Moorhead , MN",Wis.-Superior,,1 Season,,O'Neill, Wally
,"Stratton , NE",Nebraska,,3 Seasons,,Sauer, George
62,"Pasadena , TX",Arkansas,,3 Seasons,,Kirkland, Mike
43,"Washington , DC",Oklahoma State,,6 Seasons,,Langford, Jevon
23,"Baldwin , LA",LSU,Pittsburgh Steelers,2nd season,OT,Hawkins, Jerald
21,"West Hills , CA",Miami (Fla.),Detroit Lions,Rookie,QB,Kaaya, Brad
59,"Honolulu , HI",Arizona State,,1 Season,,Apuna, Ben
27,"Pompano Beach , FL",Auburn,Detroit Lions,6th season,OLB,Bynes, Josh
,"Outagamie Co. , WI",Notre Dame,,1 Season,,Pearson, Dud
22,"Prattville , AL",Alabama,Tampa Bay Buccaneers,Rookie,TE,Howard, O.J.
79,"Bakersfield , CA",Cal Poly-Pomona,,1 Season,,Ford, Fred
27,"Clearwater , FL",Iowa State,Buffalo Bills,6th season,DB,Johnson, Leonard
54,"Chicago Heights , IL",Illinois State,,1 Season,,Garrett, Curtis
40,"Tulsa , OK",Oklahoma,,3 Seasons,,Parker, De'Mond
73,"Brownwood , TX",Baylor,,2 Seasons,,Elkins, Larry
40,"Carrington , ND",North Dakota,,13 Seasons,,Kleinsasser, Jimmy
,"Manchester , NH",Georgetown,,1 Season,,Ahern, Dan
34,"Chicago , IL",Nebraska-Omaha,,4 Seasons,,Onatolu, Kenny
,"Akron , OH",Ohio State,,5 Seasons,,Gandee, Sonny
86,"Dillon , MT",Washington State,,2 Seasons,,Barker, Ed
25,"Baton Rouge , LA",LSU,San Francisco 49ers,5th season,FS,Reid, Eric
26,,Northwestern,,1 Season,,Scott, Tyler
,"Murfreesboro , TN",San Francisco,,7 Seasons,,Barber, Jim
